Node-Id,Node-Title,attribute-Is-Verified-1-Twitter JSON all,attribute-Tweets-Sent-Count-1-Twitter JSON all,inDegreeCentrality-1-Twitter JSON all,inDegreeCentrality-1-Twitter JSON all-unscaled,kcore-1-Twitter JSON all,kcore-1-Twitter JSON all-unscaled,totalDegreeCentrality-1-Twitter JSON all,totalDegreeCentrality-1-Twitter JSON all-unscaled,twitter-actualInfluencer-1-Twitter JSON all,twitter-actualInfluencer-1-Twitter JSON all-unscaled,twitter-averageMentionsPerTweet-1-Twitter JSON all,twitter-averageMentionsPerTweet-1-Twitter JSON all-unscaled,twitter-mostMentioned-1-Twitter JSON all,twitter-mostMentioned-1-Twitter JSON all-unscaled,twitter-numberOfFollowers-1-Twitter JSON all,twitter-numberOfFollowers-1-Twitter JSON all-unscaled,twitter-potentialConnectors-1-Twitter JSON all,twitter-potentialConnectors-1-Twitter JSON all-unscaled,twitter-potentialReach-1-Twitter JSON all,twitter-potentialReach-1-Twitter JSON all-unscaled,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all-unscaled,twitter-totalMentionsDegree-1-Twitter JSON all,twitter-totalMentionsDegree-1-Twitter JSON all-unscaled,twitter-totalMentionsKcore-1-Twitter JSON all,twitter-totalMentionsKcore-1-Twitter JSON all-unscaled,twitter-totalMentionsPageRank-1-Twitter JSON all,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all-unscaled,twitter-trustedSource-1-Twitter JSON all,twitter-trustedSource-1-Twitter JSON all-unscaled,twitter-wantsToBeInfluencer-1-Twitter JSON all,twitter-wantsToBeInfluencer-1-Twitter JSON all-unscaled,weakComponentMembers-5-Twitter JSON all,weakComponentMembers-3-Twitter JSON all,weakComponentMembers-4-Twitter JSON all,weakComponentMembers-2-Twitter JSON all,
189129306,kristinapet,0,556,6.020e-05,335,0.009,22,1.183e-04,267,0.008,13161652,0.201,0.603,0.055,132,0.003,6817,8.686e-05,290542144,1.026e-04,343283584,0.010,69,7.013e-05,1176,0.017,41,0.001,0.016,37,0.041,97,0.022,53,1,1,1,1,
61734492,Fahrenthold,0,6000,3.287e-04,1829,0.011,27,3.577e-04,807,0.113,195053504,0.102,0.305,0.205,487,0.228,506575,9.855e-04,3296600064.000,1.780e-04,595574336,0.296,1994,3.774e-04,6329,0.017,41,0.004,0.068,162,0.172,410,0.097,230,1,1,1,1,
12354832,kasie,0,1436,9.525e-05,530,0.011,27,2.017e-04,455,0.111,191294496,0.123,0.369,0.177,422,0.099,220780,3.986e-04,1333488128,1.708e-04,571210944,0.072,485,2.050e-04,3437,0.017,41,0.005,0.032,76,0.153,363,0.029,68,1,1,1,1,
16061946,kelmej,0,5093,1.542e-04,858,0.010,23,1.454e-04,328,0.002,4294569,0.056,0.168,0.043,103,0.002,4429,5.838e-05,195287360,4.250e-05,142159648,0.019,130,1.307e-04,2191,0.014,33,7.658e-04,0.028,67,0.028,67,0.055,130,1,1,1,1,
190360266,connorobrienNH,0,3294,1.617e-04,900,0.011,26,3.878e-04,875,0.011,18458500,0.091,0.273,0.053,125,0.003,6671,1.210e-04,404738240,1.136e-04,380038016,0.019,127,1.787e-04,2997,0.017,40,0.002,0.024,58,0.043,102,0.050,118,1,1,1,1,
9484732,amacker,0,1051,3.630e-05,202,0.005,11,2.792e-05,63,5.480e-04,948074,0.064,0.192,0.016,37,0.002,5143,2.958e-05,98944736,2.212e-05,73988456,0.002,12,2.845e-05,477,0.008,19,2.906e-04,0.007,17,0.012,29,0.022,53,1,1,1,1,
16018516,jenhab,0,1090,1.328e-04,739,0.011,27,2.695e-04,608,0.028,47989100,0.226,0.678,0.082,194,0.010,21532,2.200e-04,736016128,1.281e-04,428428704,0.064,433,1.638e-04,2747,0.017,41,0.004,0.030,72,0.056,134,0.025,59,1,1,1,1,
437838346,VeraMBergen,0,2299,6.919e-05,385,0.011,26,1.077e-04,243,0.017,29190700,0.056,0.167,0.081,193,0.004,8346,5.476e-05,183173536,1.409e-04,471360096,0.013,88,1.084e-04,1817,0.017,41,0.001,0.023,54,0.074,176,0.035,84,1,1,1,1,
2173288309,DSORennie,0,1365,5.823e-05,324,0.006,15,3.058e-05,69,0.007,11490368,0.079,0.237,0.024,56,0.006,13517,1.156e-04,386801696,1.020e-04,341254208,0.001,9,4.139e-05,694,0.013,30,4.800e-04,0.011,26,0.018,43,0.040,96,1,1,1,1,
345158526,ashuppy,0,105,4.313e-06,24,0.003,7,6.205e-06,14,2.326e-04,402484,0.076,0.229,0.007,16,0.001,2303,4.744e-06,15869776,1.823e-05,60965308,4.460e-04,3,3.638e-06,61,0.006,15,1.167e-04,0.003,7,0.003,8,0.002,4,12,1,1,1,
19186003,seungminkim,0,3806,2.538e-04,1412,0.011,27,6.227e-04,1405,0.103,177465440,0.124,0.371,0.185,441,0.019,43182,2.816e-04,941984768,1.676e-04,560548416,0.445,2996,4.371e-04,7330,0.017,41,0.010,0.066,156,0.160,380,0.064,153,1,1,1,1,
165998897,JonEasley,0,236,1.438e-05,80,0.004,9,1.773e-05,40,5.889e-04,1018826,0.113,0.339,0.013,32,0.002,4281,2.998e-05,100288464,3.140e-05,105032064,0.001,9,1.229e-05,206,0.008,20,2.134e-04,0.005,12,0.007,17,0.012,29,13,1,1,1,
28414093,MCJalonick,0,238,1.653e-05,92,0.003,7,2.039e-05,46,0.002,3399333,0.129,0.387,0.015,35,0.002,5078,3.546e-05,118607920,8.308e-05,277913568,2.973e-04,2,1.616e-05,271,0.009,21,3.442e-04,0.003,7,0.011,26,0.005,13,14,1,1,1,
3817401,ericgeller,0,20978,4.622e-04,2572,0.011,27,7.956e-04,1795,0.049,84271632,0.041,0.123,0.126,299,0.028,62981,3.591e-04,1201267200,1.433e-04,479289344,0.176,1183,3.313e-04,5555,0.017,41,0.003,0.058,137,0.103,244,0,0,1,1,1,1,
195840597,JNicholsonInDC,0,2587,1.447e-04,805,0.011,26,1.804e-04,407,0.006,10217163,0.104,0.311,0.040,95,8.746e-04,1942,5.406e-05,180837824,1.045e-04,349502272,0.028,185,9.369e-05,1571,0.016,39,0.001,0.027,64,0.029,70,0.032,75,1,1,1,1,
62734246,RiegerReport,0,2487,1.254e-04,698,0.008,19,3.501e-05,79,0.002,4275701,0.094,0.281,0.021,51,0.002,3612,8.950e-05,299385792,8.164e-05,273083296,0.007,48,8.570e-05,1437,0.012,29,2.631e-04,0.011,26,0.016,39,0.084,201,1,1,1,1,
398088661,MEPFuller,0,4406,1.641e-04,913,0.011,27,4.552e-04,1027,0.092,158945536,0.069,0.207,0.152,361,0.039,86287,3.340e-04,1117202560,1.785e-04,597207936,0.169,1138,3.492e-04,5856,0.017,41,0.006,0.050,119,0.131,311,0.048,114,1,1,1,1,
114887629,LisaMascaro,0,2057,1.019e-04,567,0.009,22,1.569e-04,354,0.008,13045294,0.092,0.276,0.038,91,0.003,5653,5.604e-05,187444080,1.037e-04,347001824,0.009,62,1.031e-04,1728,0.017,40,8.760e-04,0.015,35,0.034,81,0.036,85,1,1,1,1,
55896443,lbarronlopez,0,479,3.001e-05,167,0.008,18,4.033e-05,91,0.003,5692448,0.116,0.349,0.025,59,0.003,7131,4.256e-05,142379472,8.250e-05,275970272,0.004,24,2.546e-05,427,0.013,31,3.408e-04,0.011,27,0.011,26,0.023,54,1,1,1,1,
13524182,daveweigel,0,11007,3.007e-04,1673,0.011,27,6.329e-04,1428,0.208,360278304,0.051,0.152,0.213,506,0.159,353781,7.990e-04,2672634368.000,2.062e-04,689741952,0.825,5552,4.850e-04,8133,0.017,41,0.007,0.094,223,0.177,422,0.108,257,1,1,1,1,
374042586,ChrisOpfer,0,598,3.972e-05,221,0.003,8,1.214e-04,274,5.991e-04,1036438,0.123,0.370,0.013,31,5.886e-04,1307,2.623e-05,87730368,2.755e-05,92168472,0.001,10,6.202e-05,1040,0.005,11,9.362e-04,0.005,13,0.011,27,0.012,29,1,1,1,1,
29519507,TyrichardsonPC,0,513,3.756e-05,209,0.003,8,8.111e-05,183,3.029e-04,524132,0.136,0.407,0.010,24,8.985e-04,1995,2.602e-05,87050352,2.386e-05,79814320,0.001,9,4.008e-05,672,0.005,11,5.068e-04,0.005,13,0.008,19,0.014,33,1,1,1,1,
21534951,adamgoldmanNYT,0,1479,5.949e-05,331,0.011,25,1.033e-04,233,0.045,78134016,0.075,0.224,0.108,258,0.035,78150,2.186e-04,731255040,1.510e-04,505209664,0.022,149,1.081e-04,1813,0.017,41,0.004,0.022,52,0.093,221,0.020,47,1,1,1,1,
245412130,APAndrewTaylor,0,330,3.900e-05,217,0.010,23,5.008e-05,113,0.003,6003696,0.219,0.658,0.030,72,0.002,4621,4.285e-05,143322352,5.802e-05,194067536,0.010,69,2.755e-05,462,0.016,38,7.141e-04,0.011,27,0.015,36,0.001,3,15,1,1,1,
135991437,cherylbolen,0,948,4.583e-05,255,0.005,12,4.831e-05,109,0.003,5518910,0.090,0.269,0.029,69,9.908e-04,2200,3.543e-05,118503712,8.416e-05,281519840,0.002,14,5.487e-05,920,0.010,23,6.294e-04,0.008,20,0.026,62,0.024,58,1,1,1,1,
118130765,dylanlscott,0,8067,3.109e-04,1730,0.011,27,6.152e-04,1388,0.055,95553824,0.071,0.214,0.090,215,0.010,23125,2.050e-04,685884928,1.746e-04,584194688,0.113,757,3.000e-04,5031,0.017,41,0.004,0.047,111,0.074,175,0.053,125,1,1,1,1,
243337600,Emma_Dumain,0,2299,1.093e-04,608,0.011,26,1.409e-04,318,0.008,13046298,0.088,0.264,0.056,134,0.004,9837,8.877e-05,296941984,1.028e-04,343994144,0.033,225,1.044e-04,1751,0.017,41,9.736e-04,0.029,70,0.043,103,0.051,121,1,1,1,1,
17124559,josephlawler,0,975,2.750e-05,153,0.007,17,5.983e-05,135,0.005,7990088,0.052,0.157,0.022,52,0.001,2893,3.810e-05,127457840,8.995e-05,300876288,0.003,20,2.904e-05,487,0.013,32,4.740e-04,0.010,23,0.015,36,0.013,31,16,1,1,1,
64502388,paulconndc,0,975,3.504e-05,195,0.003,8,5.629e-05,127,1.373e-04,237588,0.067,0.200,0.014,34,4.382e-04,973,7.034e-06,23530904,6.242e-06,20879014,0.005,33,2.952e-05,495,0.005,12,2.819e-04,0.011,26,0.010,24,0.017,40,1,1,1,1,
308233424,politicoroger,0,660,4.493e-06,25,0.001,3,3.103e-06,7,0.002,3374918,0.013,0.038,0.015,35,0.020,45508,2.474e-05,82750920,7.385e-05,247022272,0,0,6.500e-06,109,0.009,22,1.678e-04,0.001,3,0.012,28,0.002,4,1,1,1,1,
15510768,beverstine,0,297,1.222e-05,68,0.003,7,1.640e-05,37,2.104e-04,364050,0.076,0.229,0.004,9,7.098e-04,1576,1.566e-05,52382632,2.140e-05,71598632,4.460e-04,3,8.289e-06,139,0.003,7,1.241e-04,0.003,7,0.003,6,0.004,9,1,1,1,1,
2342371519,TaraCopp,0,966,3.648e-05,203,0.006,15,9.308e-05,210,0.005,7952494,0.070,0.210,0.031,74,0.002,4922,5.096e-05,170456864,6.336e-05,211959744,0.010,67,5.671e-05,951,0.012,28,9.073e-04,0.014,34,0.028,66,0.014,33,1,1,1,1,
420832039,StephenLosey,0,1222,8.644e-05,481,0.005,12,1.307e-04,295,0.002,2616962,0.131,0.394,0.013,30,0.001,2554,5.541e-05,185339600,5.819e-05,194652304,0.001,9,5.654e-05,948,0.008,18,5.037e-04,0.007,17,0.009,22,0.010,24,1,1,1,1,
15463671,samstein,0,2504,6.613e-05,368,0.011,26,1.520e-04,343,0.103,178360816,0.049,0.147,0.143,340,0.150,333428,3.117e-04,1042811712,1.771e-04,592454976,0.030,202,1.932e-04,3239,0.017,41,0.003,0.020,47,0.119,283,0.011,25,1,1,1,1,
15570213,kevcirilli,0,1993,6.362e-05,354,0.010,24,5.762e-05,130,0.017,28624636,0.059,0.178,0.063,149,0.011,23617,1.627e-04,544089216,1.200e-04,401560544,0.010,69,6.447e-05,1081,0.017,41,8.818e-04,0.021,50,0.044,105,0.039,92,1,1,1,1,
27756540,jordainc,0,906,2.714e-05,151,0.007,17,3.413e-05,77,0.002,3526812,0.056,0.167,0.023,54,9.323e-04,2070,1.710e-05,57209664,6.613e-05,221224864,0.003,19,2.869e-05,481,0.013,32,4.743e-04,0.008,20,0.018,44,0.021,49,1,1,1,1,
36510873,davidjoachim,0,3043,1.299e-04,723,0.011,26,4.875e-05,110,0.011,18894988,0.079,0.238,0.032,76,0.005,10211,4.315e-05,144348256,1.023e-04,342294176,0.015,101,8.862e-05,1486,0.016,39,5.178e-04,0.017,41,0.029,69,0.053,126,1,1,1,1,
70709534,WCronkite,0,78,4.133e-06,23,0.002,4,2.659e-06,6,0.001,2330036,0.098,0.295,0.010,24,0.002,4122,6.301e-06,21078402,4.672e-05,156293664,1.487e-04,1,6.023e-06,101,0.008,18,1.606e-04,0.002,4,0.007,17,0.008,19,17,1,1,1,
317980134,CraigCaplan,0,3505,1.977e-05,110,0.009,21,3.812e-05,86,0.016,27015152,0.010,0.031,0.074,177,0.003,6911,2.209e-05,73880928,1.109e-04,371018816,0.008,57,9.929e-05,1665,0.017,41,0.002,0.017,40,0.071,169,0.006,14,1,1,1,1,
27882000,jamiedupree,0,4088,2.714e-05,151,0.007,17,2.039e-05,46,0.067,115411832,0.012,0.037,0.056,134,0.065,143217,1.143e-04,382471872,1.561e-04,522038912,0.001,10,5.457e-05,915,0.017,41,9.915e-04,0.008,20,0.054,128,0.003,7,1,1,1,1,
24844300,MKhan47,0,1130,3.720e-05,207,0.005,11,4.698e-05,106,0.004,6110307,0.061,0.183,0.026,61,0.003,5822,4.833e-05,161661664,9.178e-05,307009664,0.002,15,3.841e-05,644,0.013,30,7.904e-04,0.008,18,0.023,55,0.019,46,1,1,1,1,
28902856,toddzwillich,0,991,3.828e-05,213,0.010,23,6.028e-05,136,0.008,14377889,0.072,0.215,0.034,80,0.008,16947,1.165e-04,389682720,1.051e-04,351418880,0.008,55,3.888e-05,652,0.017,40,5.029e-04,0.013,31,0.026,63,0.022,53,1,1,1,1,
313545488,LauraLitvan,0,1411,6.452e-05,359,0.010,24,1.285e-04,290,0.011,18421736,0.085,0.254,0.074,176,0.003,5695,1.009e-04,337431168,1.217e-04,407113984,0.009,63,9.351e-05,1568,0.017,41,0.002,0.017,41,0.063,151,0.015,35,1,1,1,1,
45604374,HouseInSession,0,834,2.875e-06,16,0.003,8,6.205e-06,14,0.006,10864486,0.006,0.019,0.060,142,0.003,7726,1.026e-05,34334672,8.426e-05,281864128,1.487e-04,1,4.151e-05,696,0.017,41,9.788e-04,0.003,8,0.047,113,0.005,12,18,1,1,1,
19847765,sahilkapur,0,5098,1.547e-04,861,0.011,27,3.710e-04,837,0.156,269853248,0.056,0.169,0.173,411,0.035,76698,4.030e-04,1348139520,2.095e-04,700869440,0.372,2505,3.465e-04,5811,0.017,41,0.005,0.059,140,0.158,376,0.058,137,1,1,1,1,
346197350,justinsink,0,1016,6.074e-05,338,0.011,26,1.392e-04,314,0.029,50914808,0.111,0.333,0.086,204,0.007,16440,9.769e-05,326791360,1.361e-04,455403744,0.033,223,1.042e-04,1747,0.017,41,0.003,0.026,62,0.068,162,0.028,67,1,1,1,1,
14552725,shearm,0,198,6.470e-06,36,0.005,12,1.197e-05,27,0.017,29015026,0.061,0.182,0.055,132,0.021,46642,9.835e-05,328976000,1.089e-04,364356416,4.460e-04,3,2.570e-05,431,0.017,41,0.002,0.005,12,0.029,68,0.003,6,19,1,1,1,
21027715,CarrieNBCNews,1,356,1.114e-05,62,0.005,12,3.147e-05,71,0.031,54209908,0.058,0.174,0.035,84,0.015,33156,1.482e-04,495713952,1.502e-04,502586144,0.001,7,3.990e-05,669,0.017,41,9.300e-04,0.006,14,0.032,75,0.010,23,1,1,1,1,
257661436,EamonJavers,0,1682,2.786e-05,155,0.008,18,2.615e-05,59,0.015,25310936,0.031,0.092,0.051,121,0.010,21399,1.295e-04,433245792,1.087e-04,363717792,0.003,23,4.091e-05,686,0.017,41,9.739e-04,0.010,23,0.047,111,0.012,28,1,1,1,1,
14007532,frankthorp,0,2143,8.159e-05,454,0.011,27,1.981e-04,447,0.132,227857664,0.071,0.212,0.184,438,0.019,43108,2.157e-04,721505664,1.913e-04,640062336,0.100,671,2.786e-04,4671,0.017,41,0.008,0.033,78,0.165,393,0.008,19,1,1,1,1,
16006592,BenjySarlin,0,4805,1.605e-04,893,0.011,27,3.794e-04,856,0.143,246667056,0.062,0.186,0.133,316,0.038,83338,4.512e-04,1509179648,2.164e-04,723905920,0.239,1610,3.009e-04,5046,0.017,41,0.004,0.048,114,0.117,279,0.054,129,1,1,1,1,
142896252,jendlouhyhc,0,236,5.391e-06,30,0.003,8,1.019e-05,23,0.002,3315311,0.042,0.127,0.032,77,0.008,18643,2.133e-05,71364448,5.987e-05,200264896,4.460e-04,3,2.165e-05,363,0.010,24,7.632e-04,0.005,12,0.018,44,8.403e-04,2,20,1,1,1,
479886158,dcraiggordon,0,121,1.797e-06,10,0.003,6,3.103e-06,7,0.001,2316476,0.028,0.083,0.021,51,9.152e-04,2032,2.223e-06,7434804,4.480e-05,149844464,1.487e-04,1,9.363e-06,157,0.011,26,3.131e-04,0.003,6,0.017,40,4.202e-04,1,1,1,1,1,
45399148,jeneps,0,1771,5.643e-05,314,0.011,26,1.073e-04,242,0.030,52436048,0.059,0.177,0.108,258,0.030,66737,1.740e-04,582156224,1.187e-04,397025728,0.023,158,1.010e-04,1693,0.017,41,0.002,0.022,52,0.095,226,0.017,40,1,1,1,1,
460246990,AnthonyAdragna,0,631,3.181e-05,177,0.006,14,3.280e-05,74,0.001,1915762,0.094,0.281,0.016,38,0.002,3685,2.488e-05,83211232,4.667e-05,156131424,0.002,14,2.636e-05,442,0.009,22,2.517e-04,0.007,16,0.013,32,0.024,56,1,1,1,1,
14529929,jaketapper,1,11953,3.814e-04,2122,0.011,27,4.596e-04,1037,1,1730132736,0.059,0.178,0.289,688,0.658,1461021,0.001,4005710848.000,1.886e-04,630980928,0.405,2727,6.714e-04,11259,0.017,41,0.011,0.080,190,0.248,590,0.082,195,1,1,1,1,
161286041,mkloughran,0,282,1.294e-05,72,0.002,4,1.729e-05,39,2.077e-05,35942,0.085,0.255,0.003,8,2.495e-04,554,2.218e-06,7420200,4.786e-06,16008982,2.973e-04,2,1.258e-05,211,0.002,5,2.471e-04,0.003,6,0.002,5,0.005,13,1,1,1,1,
2385474493,TerenceHyland,0,469,4.367e-05,243,0.003,8,3.014e-05,68,1.052e-04,182057,0.173,0.518,0.007,16,3.279e-04,728,1.671e-05,55884488,7.400e-06,24754974,0.002,11,3.137e-05,526,0.005,11,2.016e-04,0.005,13,0.007,16,0.011,26,1,1,1,1,
21005767,josheidelson,0,1094,3.145e-05,175,0.004,10,5.496e-05,124,0.002,4213213,0.053,0.160,0.021,49,0.008,17162,6.354e-05,212555616,5.980e-05,200032256,7.433e-04,5,3.674e-05,616,0.010,24,6.329e-04,0.006,15,0.016,38,0.017,41,1,1,1,1,
204823934,benjaminpenn,0,519,4.385e-05,244,0.003,8,1.529e-04,345,0.001,2093796,0.157,0.470,0.016,38,9.102e-04,2021,3.577e-05,119644944,4.354e-05,145654880,0.001,9,7.705e-05,1292,0.005,12,0.001,0.006,15,0.014,34,0.009,22,1,1,1,1,
2177577711,Genna_Douglas,0,27,0,0,0,0,0,0,2.009e-05,34753,0,0,0.005,12,1.270e-04,282,0,0,2.186e-06,7310836.500,0,0,2.863e-06,48,0.004,10,1.194e-04,0,0,0.004,10,0,0,21,1,4,1,
2841927731,KristynHyland,0,3678,7.440e-05,414,0.003,8,8.687e-05,196,2.285e-04,395266,0.038,0.113,0.010,23,9.206e-04,2044,1.317e-05,44069184,9.101e-06,30444908,8.919e-04,6,5.665e-05,950,0.005,11,5.591e-04,0.006,15,0.010,23,0.016,37,1,1,1,1,
37526845,patriciakime,0,328,1.096e-05,61,0.003,6,9.308e-06,21,2.043e-04,353452,0.062,0.186,0.004,10,0.001,3156,3.032e-05,101419856,2.969e-05,99323800,2.973e-04,2,6.381e-06,107,0.003,8,1.120e-04,0.003,6,0.003,6,0.002,5,1,1,1,1,
16547587,LeoShane,0,1778,9.956e-05,554,0.007,17,2.384e-04,538,0.009,15125891,0.104,0.312,0.039,94,0.007,16242,9.996e-05,334388416,1.038e-04,347320864,0.007,49,1.039e-04,1742,0.013,32,0.001,0.016,39,0.033,78,0.013,32,1,1,1,1,
373992687,CavasShips,0,975,5.931e-06,33,0.003,6,1.817e-05,41,0.001,2078035,0.011,0.034,0.011,25,0.005,11192,2.638e-05,88227800,4.461e-05,149223936,1.487e-04,1,1.747e-05,293,0.008,18,2.803e-04,0.003,6,0.006,15,0.003,6,1,1,1,1,
573149116,AriNatter,0,429,1.456e-05,81,0.004,9,1.817e-05,41,8.837e-04,1528930,0.063,0.189,0.024,57,0.002,4699,1.412e-05,47219456,2.537e-05,84881696,2.973e-04,2,2.272e-05,381,0.009,22,5.407e-04,0.005,13,0.018,43,0.006,14,1,1,1,1,
242893326,cflav,0,912,2.965e-05,165,0.005,13,3.856e-05,87,0.002,3368169,0.060,0.181,0.021,51,0.002,5014,1.972e-05,65951360,6.928e-05,231737184,0.001,10,2.529e-05,424,0.009,22,4.556e-04,0.011,25,0.013,30,0.018,42,1,1,1,1,
363997734,DannyVinik,0,84,0,6,4.202e-04,1,0,1,4.011e-04,694035,0.024,0.071,0.011,27,0.002,3410,3.523e-06,11786073,2.551e-05,85332752,0,0,3.041e-06,51,0.008,19,1.434e-04,4.202e-04,1,0.003,8,0,0,22,1,1,1,
117467779,palbergo,0,3030,5.373e-05,299,0.003,8,6.116e-05,138,2.582e-04,446645,0.033,0.099,0.022,52,5.787e-04,1285,1.633e-05,54637608,1.415e-05,47340364,0.004,27,4.854e-05,814,0.005,12,5.813e-04,0.013,30,0.019,46,0.017,40,1,1,1,1,
937099921,JimmyHKoo,0,2027,6.236e-05,347,0.003,8,1.139e-04,257,3.679e-04,636555,0.057,0.171,0.009,22,4.661e-04,1035,1.412e-05,47242176,1.401e-05,46861260,0.001,9,6.059e-05,1016,0.005,11,4.447e-04,0.007,16,0.006,14,0.020,48,1,1,1,1,
17113349,nhageradio,0,544,1.438e-05,80,0.003,7,6.205e-06,14,2.975e-04,514652,0.049,0.147,0.010,24,0.002,4810,2.450e-05,81971136,3.134e-05,104826288,1.487e-04,1,1.073e-05,180,0.005,12,1.566e-04,0.004,9,0.005,13,0.013,31,1,1,1,1,
168290603,ToluseO,0,691,4.151e-05,231,0.011,25,7.091e-05,160,0.006,10740126,0.111,0.334,0.043,103,0.004,7947,5.317e-05,177868768,8.769e-05,293341184,0.014,95,4.938e-05,828,0.017,41,0.001,0.016,38,0.030,71,0.029,69,1,1,1,1,
245905047,PrivateAplin,0,491,2.893e-05,161,0.002,4,5.363e-05,121,1.056e-04,182782,0.109,0.328,0.005,12,3.121e-04,693,1.202e-05,40218912,9.024e-06,30184582,1.487e-04,1,2.600e-05,436,0.004,9,1.909e-04,0.002,4,0.003,6,0.002,4,1,1,1,1,
2250948913,RobTricchinelli,0,755,2.139e-05,119,0.004,9,3.723e-05,84,3.030e-04,524201,0.053,0.158,0.013,31,5.256e-04,1167,1.015e-05,33945952,1.898e-05,63482652,0.002,12,2.332e-05,391,0.005,12,3.914e-04,0.009,21,0.009,22,0.013,31,1,1,1,1,
59045843,sabrush,0,911,2.426e-05,135,0.002,4,9.751e-06,22,1.404e-04,242851,0.049,0.148,0.005,13,0.003,5899,4.631e-05,154915424,1.660e-05,55528652,0,0,1.694e-05,284,0.004,9,1.534e-04,0.002,5,0.005,11,0.022,52,1,1,1,1,
19914257,mviser,0,1116,4.062e-05,226,0.011,26,8.244e-05,186,0.038,65466540,0.068,0.203,0.121,289,0.026,58801,1.451e-04,485350272,1.274e-04,426058400,0.021,138,1.011e-04,1696,0.017,41,0.002,0.018,44,0.111,264,0.026,61,1,1,1,1,
581304801,BarbaraYuill,0,673,2.498e-05,139,0.002,4,8.421e-06,19,1.517e-05,26245,0.069,0.207,0.004,9,1.702e-04,378,7.076e-06,23668896,2.057e-06,6880044,0,0,1.413e-05,237,0.003,7,9.617e-05,0.002,5,0.003,8,0.005,12,1,1,1,1,
2999641283,alexis_s_kramer,0,64,1.797e-06,10,4.202e-04,1,4.432e-06,10,6.232e-05,107817,0.052,0.156,0.004,10,1.374e-04,305,0,474330.500,6.771e-06,22648642,0,0,7.216e-06,121,0.003,7,1.432e-04,4.202e-04,1,8.403e-04,2,4.202e-04,1,1,1,1,1,
134918286,deantscott,0,241,1.204e-05,67,0.003,8,1.551e-05,35,7.539e-04,1304395,0.093,0.278,0.016,37,8.197e-04,1820,5.277e-06,17650664,3.996e-05,133663224,5.946e-04,4,1.837e-05,308,0.005,12,3.411e-04,0.005,13,0.011,26,0.008,18,1,1,1,1,
248088312,dalykyle,0,959,1.222e-05,68,0.004,9,1.773e-05,40,6.835e-04,1182462,0.024,0.071,0.009,22,6.098e-04,1354,8.157e-06,27287026,5.975e-05,199885248,5.946e-04,4,9.005e-06,151,0.005,11,1.379e-04,0.005,12,0.003,6,0.003,6,23,1,1,1,
997684836,pkcapitol,0,2047,2.060e-04,1146,0.011,27,4.100e-04,925,0.106,183938464,0.187,0.560,0.147,350,0.015,34250,2.518e-04,842132352,1.929e-04,645103680,0.137,923,2.440e-04,4092,0.017,41,0.006,0.050,119,0.106,253,0.038,90,1,1,1,1,
1684234034,marianne_levine,0,153,1.456e-05,81,0.004,9,2.172e-05,49,6.928e-04,1198672,0.176,0.529,0.015,35,0.002,5100,3.566e-05,119281024,3.610e-05,120772968,2.973e-04,2,1.366e-05,229,0.009,21,2.255e-04,0.004,9,0.009,22,0.009,21,24,1,1,1,
237477771,juliehdavis,0,747,3.738e-05,208,0.011,26,7.623e-05,172,0.041,71347776,0.093,0.278,0.108,258,0.025,56190,1.982e-04,663104640,1.425e-04,476539616,0.025,167,9.578e-05,1606,0.017,41,0.003,0.022,52,0.090,214,0.025,60,1,1,1,1,
827605131109793792,OSHAReporter,0,328,0,1,0,0,0,0,5.991e-05,103648,0.001,0.003,0.005,13,1.342e-04,298,0,0,3.749e-06,12541907,0,0,6.262e-06,105,0.004,10,1.486e-04,0,0,0.004,10,0,0,1,1,5,1,
82167518,aseitzwald,0,2050,1.010e-04,562,0.011,27,2.158e-04,487,0.042,72832120,0.091,0.274,0.084,201,0.019,41507,2.804e-04,938030976,1.544e-04,516591296,0.092,618,1.267e-04,2124,0.017,41,0.002,0.032,76,0.075,178,0.044,104,1,1,1,1,
17883494,benyc,0,2117,1.006e-04,560,0.011,25,1.050e-04,237,0.006,10011223,0.088,0.265,0.038,91,0.002,4889,6.395e-05,213934096,9.390e-05,314106176,0.014,92,8.361e-05,1402,0.017,40,0.001,0.020,48,0.032,75,0.056,133,1,1,1,1,
26559241,fordm,1,2618,7.350e-05,409,0.011,25,1.197e-04,270,0.018,31527666,0.052,0.156,0.061,144,0.013,29030,1.639e-04,548394112,1.273e-04,425968288,0.016,109,8.415e-05,1411,0.017,41,9.514e-04,0.018,43,0.050,118,0.033,79,1,1,1,1,
15146659,JSwiftTWS,0,6829,1.529e-04,851,0.011,26,1.139e-04,257,0.010,16796206,0.042,0.125,0.037,89,0.003,6455,9.950e-05,332830144,1.239e-04,414552896,0.030,203,9.423e-05,1580,0.016,39,5.834e-04,0.022,52,0.024,58,0.046,109,1,1,1,1,
